date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:45	89517/89517	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:45%20GMT	https://www.marketsandmarkets.com/Market-Reports/payment-processing-solutions-market-751866.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/payment-processing-solutions-market-751866.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:46	99518/99518	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:46%20GMT	https://www.marketsandmarkets.com/Market-Reports/soc-as-a-service-market-31262563.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/soc-as-a-service-market-31262563.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:47	79061/79061	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:48%20GMT	https://www.marketsandmarkets.com/Market-Reports/europe-cloud-crm-market-85515652.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/europe-cloud-crm-market-85515652.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:48	102957/102957	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:49%20GMT	https://www.marketsandmarkets.com/Market-Reports/security-assertion-markup-language-authentication-market-100874332.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/security-assertion-markup-language-authentication-market-100874332.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:49	94713/94713	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:50%20GMT	https://www.marketsandmarkets.com/Market-Reports/conversational-systems-market-232318863.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/conversational-systems-market-232318863.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:50	101158/101158	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:51%20GMT	https://www.marketsandmarkets.com/Market-Reports/identity-verification-market-178660742.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/identity-verification-market-178660742.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:52	86817/86817	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:52%20GMT	https://www.marketsandmarkets.com/Market-Reports/citizen-services-ai-market-147682438.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/citizen-services-ai-market-147682438.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:53	97407/97407	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:53%20GMT	https://www.marketsandmarkets.com/Market-Reports/algorithmic-trading-market-179361860.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/algorithmic-trading-market-179361860.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:57	92452/92452	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:55%20GMT	https://www.marketsandmarkets.com/Market-Reports/smart-space-market-252626748.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/smart-space-market-252626748.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:58	94198/94198	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:10:58%20GMT	https://www.marketsandmarkets.com/Market-Reports/payment-as-a-service-market-184731594.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/payment-as-a-service-market-184731594.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:40:59	100782/100782	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:00%20GMT	https://www.marketsandmarkets.com/Market-Reports/voice-assistant-application-market-141810993.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/voice-assistant-application-market-141810993.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:00	97189/97189	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:01%20GMT	https://www.marketsandmarkets.com/Market-Reports/legal-ai-software-market-88725278.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/legal-ai-software-market-88725278.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:02	101861/101861	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:02%20GMT	https://www.marketsandmarkets.com/Market-Reports/voice-biometrics-market-104503105.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/voice-biometrics-market-104503105.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:03	97848/97848	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:04%20GMT	https://www.marketsandmarkets.com/Market-Reports/sales-enablement-platform-market-26763161.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/sales-enablement-platform-market-26763161.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:04	88613/88613	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:05%20GMT	https://www.marketsandmarkets.com/Market-Reports/autonomous-agents-market-201425821.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/autonomous-agents-market-201425821.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:06	96247/96247	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:06%20GMT	https://www.marketsandmarkets.com/Market-Reports/cloud-erp-market-190169866.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/cloud-erp-market-190169866.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:07	98008/98008	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:08%20GMT	https://www.marketsandmarkets.com/Market-Reports/iot-professional-service-market-93273117.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/iot-professional-service-market-93273117.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:08	78944/78944	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:08%20GMT	https://www.marketsandmarkets.com/Market-Reports/india-omni-channel-warehouse-management-systems-market-3747439.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/india-omni-channel-warehouse-management-systems-market-3747439.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:09	102290/102290	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:09%20GMT	https://www.marketsandmarkets.com/Market-Reports/correspondence-management-system-market-31377935.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/correspondence-management-system-market-31377935.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:10	109006/109006	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:11%20GMT	https://www.marketsandmarkets.com/Market-Reports/ai-in-iot-market-43388726.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/ai-in-iot-market-43388726.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:11	99825/99825	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:12%20GMT	https://www.marketsandmarkets.com/Market-Reports/content-services-platforms-market-334475.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/content-services-platforms-market-334475.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:12	91206/91206	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:13%20GMT	https://www.marketsandmarkets.com/Market-Reports/virtual-sensor-market-255090315.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/virtual-sensor-market-255090315.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:13	105033/105033	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:14%20GMT	https://www.marketsandmarkets.com/Market-Reports/digital-audio-workstation-market-266138785.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/digital-audio-workstation-market-266138785.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:14	90516/90516	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:14%20GMT	https://www.marketsandmarkets.com/Market-Reports/optical-wavelength-services-market-81649158.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/optical-wavelength-services-market-81649158.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:15	97598/97598	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:15%20GMT	https://www.marketsandmarkets.com/Market-Reports/computer-aided-manufacturing-market-251259446.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/computer-aided-manufacturing-market-251259446.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:16	97841/97841	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:17%20GMT	https://www.marketsandmarkets.com/Market-Reports/player-tracking-market-213362941.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/player-tracking-market-213362941.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:17	99547/99547	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:18%20GMT	https://www.marketsandmarkets.com/Market-Reports/fleet-management-systems-market-1020.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/fleet-management-systems-market-1020.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:18	74140/74140	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:19%20GMT	https://www.marketsandmarkets.com/Market-Reports/india-data-center-market-173006400.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/india-data-center-market-173006400.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:19	100650/100650	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:20%20GMT	https://www.marketsandmarkets.com/Market-Reports/iot-security-market-67064836.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/iot-security-market-67064836.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:20	99729/99729	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:21%20GMT	https://www.marketsandmarkets.com/Market-Reports/digital-transformation-market-43010479.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/digital-transformation-market-43010479.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:23	94135/94135	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:24%20GMT	https://www.marketsandmarkets.com/Market-Reports/virtual-fitting-room-market-132071646.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/virtual-fitting-room-market-132071646.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:23	98872/98872	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:21%20GMT	https://www.marketsandmarkets.com/Market-Reports/active-network-management-market-17947707.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/active-network-management-market-17947707.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:24	102399/102399	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:25%20GMT	https://www.marketsandmarkets.com/Market-Reports/procurement-analytics-market-141409924.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/procurement-analytics-market-141409924.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:25	102617/102617	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:26%20GMT	https://www.marketsandmarkets.com/Market-Reports/network-security-firewall-market-256737101.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/network-security-firewall-market-256737101.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:26	86865/86865	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:27%20GMT	https://www.marketsandmarkets.com/Market-Reports/5g-iot-market-164027845.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/5g-iot-market-164027845.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:27	96105/96105	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:28%20GMT	https://www.marketsandmarkets.com/Market-Reports/student-information-system-market-21151415.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/student-information-system-market-21151415.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:28	116837/116837	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:29%20GMT	https://www.marketsandmarkets.com/telecom-and-IT-market-research-113_1.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/telecom-and-IT-market-research-113_1.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:29	112437/112437	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:30%20GMT	https://www.marketsandmarkets.com/telecom-and-IT-market-research-113_2.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/telecom-and-IT-market-research-113_2.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:30	120329/120329	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:30%20GMT	https://www.marketsandmarkets.com/telecom-and-IT-market-research-113_3.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/telecom-and-IT-market-research-113_3.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:32	125036/125036	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:32%20GMT	https://www.marketsandmarkets.com/telecom-and-IT-market-research-113_4.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/telecom-and-IT-market-research-113_4.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:33	46821/46821	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:33%20GMT	https://www.marketsandmarkets.com/telecom-and-IT-market-research-113_17.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/telecom-and-IT-market-research-113_17.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:34	671/671	---M--	200	added ('OK')	image/jpeg	etag:%22814cd7d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/LinkedIn%20Icon.jpeg	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/LinkedIn%20Icon.jpg	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:35	4213/4213	---M--	200	added ('OK')	image/png	etag:%229b2bcd7d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/facebook_icon.png	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/facebook_icon.png	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:37	264/264	---M--	200	added ('OK')	image/png	etag:%22d6dfaf7d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/Twitter_ICON_Internal_pages.png	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/Twitter_ICON_Internal_pages.png	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:38	106774/106774	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:39%20GMT	https://www.marketsandmarkets.com/wireless-communication-market-research-114.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/wireless-communication-market-research-114.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:39	114975/114975	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:40%20GMT	https://www.marketsandmarkets.com/security-market-research-115.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/security-market-research-115.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:40	116872/116872	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:40%20GMT	https://www.marketsandmarkets.com/analytics-market-research-206.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/analytics-market-research-206.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:41	111738/111738	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:41%20GMT	https://www.marketsandmarkets.com/software-and-services-219.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/software-and-services-219.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:42	103574/103574	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:42%20GMT	https://www.marketsandmarkets.com/data-center-networking-221.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/data-center-networking-221.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:43	105449/105449	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:44%20GMT	https://www.marketsandmarkets.com/iot-and-digitization-222.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/iot-and-digitization-222.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:44	100639/100639	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:44%20GMT	https://www.marketsandmarkets.com/cloud-computing-223.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/cloud-computing-223.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:45	39644/39644	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:46%20GMT	https://www.marketsandmarkets.com/satellite-communication-market-research-269.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/satellite-communication-market-research-269.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:46	58514/58514	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:47%20GMT	https://www.marketsandmarkets.com/artificial-intelligence-ai-market-research-270.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/artificial-intelligence-ai-market-research-270.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:47	76725/76725	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:48%20GMT	https://www.marketsandmarkets.com/smart-infrastructure-market-research-271.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/smart-infrastructure-market-research-271.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:48	41814/41814	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:48%20GMT	https://www.marketsandmarkets.com/physical-safety-market-research-272.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/physical-safety-market-research-272.html	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:49	579/579	---M--	200	added ('OK')	image/jpeg	etag:%2256c2bd7d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/twitter-icon.jpeg	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/twitter-icon.jpg	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:50	749/749	---M--	200	added ('OK')	image/png	etag:%2260e9bd7d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/blogger_logo.png	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/blogger_logo.png	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:51	1694/1694	---M--	200	added ('OK')	image/jpeg	etag:%221a6bb87d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/rss-icon.jpg	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/rss-icon.jpg	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:53	2507/2507	---M--	200	added ('OK')	image/gif	etag:%2285bb77d1ccd21:0%22	https://www.marketsandmarkets.com/Images/social/googlePls.gif	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/social/googlePls.gif	(from https://www.marketsandmarkets.com/telecom-and-IT-market-research-113.html)
19:41:54	10495/10495	---M--	200	added ('OK')	image/gif	etag:%225878e5411ccd21:0%22	https://www.marketsandmarkets.com/Images/new_discount.gif	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Images/new_discount.gif	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:41:55	101986/101986	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:56%20GMT	https://www.marketsandmarkets.com/Market-Reports/laser-marking-market-167085735.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/laser-marking-market-167085735.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:41:56	93359/93359	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:57%20GMT	https://www.marketsandmarkets.com/Market-Reports/automatic-labeling-machine-market-136090157.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/automatic-labeling-machine-market-136090157.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:41:57	103397/103397	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:58%20GMT	https://www.marketsandmarkets.com/Market-Reports/ethernet-storage-fabric-market-126215896.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/ethernet-storage-fabric-market-126215896.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:41:58	109953/109953	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:58%20GMT	https://www.marketsandmarkets.com/Market-Reports/data-acquisition-system-market-160241507.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/data-acquisition-system-market-160241507.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:41:59	92918/92918	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:11:59%20GMT	https://www.marketsandmarkets.com/Market-Reports/lte-5g-broadcast-market-234319791.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/lte-5g-broadcast-market-234319791.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:00	93751/93751	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:01%20GMT	https://www.marketsandmarkets.com/Market-Reports/single-loop-controller-market-12690310.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/single-loop-controller-market-12690310.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:02	103547/103547	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:01%20GMT	https://www.marketsandmarkets.com/Market-Reports/underwater-lighting-market-110584965.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/underwater-lighting-market-110584965.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:03	98496/98496	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:03%20GMT	https://www.marketsandmarkets.com/Market-Reports/conveyor-monitoring-market-55899833.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/conveyor-monitoring-market-55899833.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:04	108383/108383	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:03%20GMT	https://www.marketsandmarkets.com/Market-Reports/machine-automation-controller-market-108072008.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/machine-automation-controller-market-108072008.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:04	114915/114915	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:05%20GMT	https://www.marketsandmarkets.com/Market-Reports/surface-roughness-measurement-market-135994327.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/surface-roughness-measurement-market-135994327.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:05	96809/96809	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:06%20GMT	https://www.marketsandmarkets.com/Market-Reports/cleanroom-lighting-market-213070777.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/cleanroom-lighting-market-213070777.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:06	110088/110088	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:07%20GMT	https://www.marketsandmarkets.com/Market-Reports/outdoor-power-equipment-market-206862770.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/outdoor-power-equipment-market-206862770.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:07	106625/106625	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:07%20GMT	https://www.marketsandmarkets.com/Market-Reports/agriculture-drones-market-23709764.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/agriculture-drones-market-23709764.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:08	99275/99275	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:08%20GMT	https://www.marketsandmarkets.com/Market-Reports/quantum-computing-market-144888301.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/quantum-computing-market-144888301.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
19:42:09	102989/102989	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jun%202019%2014:12:10%20GMT	https://www.marketsandmarkets.com/Market-Reports/laser-sensor-market-22322685.html	C:/My%20Web%20Sites/cascade/www.marketsandmarkets.com/Market-Reports/laser-sensor-market-22322685.html	(from https://www.marketsandmarkets.com/semiconductorand-electonics-market-research-87.html)
